DOI,PMID,arXiv ID,Title,Abstract,Authors,Journal,Year
10.3732/ajb.1600259,27999079,,Evolutionary history and gene flow of an endemic island oak: Quercus pacifica.,"Premise of the study: Understanding historical patterns of colonization and subsequent gene

flow clarifies the evolutionary origins and history of endemic island species.

Methods: Here we use DNA microsatellite markers to characterize the genetic structure of

the island endemic species Quercus pacifica K. Nixon & C.H. Muller, found on three of the

California Channel Islands, and to examine its relationship to two mainland oaks, Q.

berberidifolia and Q. dumosa.

Key results: We found that Q. pacifica is a genetically cohesive and differentiated

evolutionary lineage, diverging from mainland scrub oaks in the Pleistocene with little

subsequent introgression. Genetic differentiation of Q. pacifica among islands is small but

significant. Both recent and historical gene flow was surprisingly high considering the disjunct

distribution of Q. pacifica on islands separated by as much as 125 km of open ocean. Gene flow

estimates were highest between the two northern islands and from the northern islands to Santa

Catalina. While there is no evidence of recent bottlenecks, historical bottlenecks are indicated on

each of the islands.

Conclusions: The genetic cohesiveness of the Q. pacifica species suggests allopatric

speciation on the islands with subsequent gene flow that has maintained genetic continuity over

great distances.","Janet Rizner Backs,Janet Rizner Backs,Mary V. Ashley,Mary V. Ashley",American Journal of Botany,2016
10.3732/ajb.1700291,29885216,,"The evolution and diversification of the red oaks of the California Floristic Province (Quercus section Lobatae, series Agrifoliae).","PREMISE OF THE STUDY: The California Floristic Province (CA-FP) is a unique and diverse region of floral endemism, yet the timing and nature of divergence and diversification of many lineages remain underexplored. We seek to elucidate the evolutionary history of the red oaks of the CA-FP, the Agrifoliae. METHODS: We collected PstI-associated RAD-seq data as well as morphometrics from individuals of the four species across their ranges, including varieties and hybrids. Phylogeny and divergence times were estimated. We analyzed morphological differentiation in over 70 plants using PCA and assessed species delimitation and admixture using genotype clustering analysis in over 40 plants. KEY RESULTS: We find that the Agrifoliae are monophyletic and sister to all other red oak species. Within the Agrifoliae, all species are supported, with Quercus kelloggii sister to a clade of subevergreen taxa: (Quercus agrifolia - (Q. parvula + Q. wislizeni)). Molecular and morphometric analyses are equivocal for named varieties. Notably, Q. parvula var. tamalpaisensis appears to be part of a hybrid swarm between Q. parvula and Q. wislizeni. Dating estimates were concordant with previous hypotheses and geological evidence, with diversification occurring between 10 and 20 million years ago. CONCLUSIONS: The Agrifoliae represent a geographically discrete, early-diverging red oak lineage that diversified during the period of drying and warming associated with Sierran uplift during the middle Miocene. Molecular differentiation within the clade supports the current taxonomy, including an east-west species level pattern (Q. parvula and Q. wislizeni) and north-south intraspecific patterns to some degree, although the latter require additional study.","Duncan Hauser,Duncan A. Hauser,Al Keuter,Al Keuter,John D. McVay,John D. McVay,Andrew L. Hipp,Andrew L. Hipp,Paul S. Manos,Paul S. Manos",American Journal of Botany,2017
10.3390/f12050561,,,Comparing Genetic Diversity in Three Threatened Oaks,"Genetic diversity is a critical resource for species’ survival during times of environmental change. Conserving and sustainably managing genetic diversity requires understanding the distribution and amount of genetic diversity (in situ and ex situ) across multiple species. This paper focuses on three emblematic and IUCN Red List threatened oaks (Quercus, Fagaceae), a highly speciose tree genus that contains numerous rare species and poses challenges for ex situ conservation. We compare the genetic diversity of three rare oak species—Quercus georgiana, Q. oglethorpensis, and Q. boyntonii—to common oaks; investigate the correlation of range size, population size, and the abiotic environment with genetic diversity within and among populations in situ; and test how well genetic diversity preserved in botanic gardens correlates with geographic range size. Our main findings are: (1) these three rare species generally have lower genetic diversity than more abundant oaks; (2) in some cases, small population size and geographic range correlate with genetic diversity and differentiation; and (3) genetic diversity currently protected in botanic gardens is inadequately predicted by geographic range size and number of samples preserved, suggesting non-random sampling of populations for conservation collections. Our results highlight that most populations of these three rare oaks have managed to avoid severe genetic erosion, but their small size will likely necessitate genetic management going forward.","Emma Spence,Emma Spence,Jeremie B. Fant,Jeremie B. Fant,Oliver Gailing,Oliver Gailing,M. Patrick Griffith,M. Patrick Griffith,Kayri Havens,Kayri Havens,Andrew L. Hipp,Andrew L. Hipp,Priyanka Kadav,Priyanka D. Kadav,Andrea T. Kramer,Andrea T. Kramer,Patrick Thompson,Patrick Thompson,Raakel Toppila,Raakel Toppila,Murphy Westwood,Murphy Westwood,Jordan Wood,Jordan Wood,Bethany A. Zumwalde,Bethany A. Zumwalde,Bethany A. Zumwalde,Sean Hoban,Sean Hoban",Forests,2021
10.3390/f12040465,,,"Genetic, Morphological, and Environmental Differentiation of an Arid-Adapted Oak with a Disjunct Distribution","The patterns of genetic and morphological diversity of a widespread species can be influenced by environmental heterogeneity and the degree of connectivity across its geographic distribution. Here, we studied Quercus havardii Rydb., a uniquely adapted desert oak endemic to the Southwest region of the United States, using genetic, morphometric, and environmental datasets over various geographic scales to quantify differentiation and understand forces influencing population divergence. First, we quantified variation by analyzing 10 eastern and 13 western populations from the disjunct distribution of Q. havardii using 11 microsatellite loci, 17 morphological variables, and 19 bioclimatic variables. We then used regressions to examine local and regional correlations of climate with genetic variation. We found strong genetic, morphological and environmental differences corresponding with the large-scale disjunction of populations. Additionally, western populations had higher genetic diversity and lower relatedness than eastern populations. Levels of genetic variation in the eastern populations were found to be primarily associated with precipitation seasonality, while levels of genetic variation in western populations were associated with lower daily temperature fluctuations and higher winter precipitation. Finally, we found little to no observed environmental niche overlap between regions. Our results suggest that eastern and western populations likely represent two distinct taxonomic entities, each associated with a unique set of climatic variables potentially influencing local patterns of diversity.","Bethany A. Zumwalde,Bethany A. Zumwalde,Bethany A. Zumwalde,Ross A. McCauley,Ross A. McCauley,Ross A. McCauley,Ian J. Fullinwider,Ian J. Fullinwider,Drew J. Duckett,Drew Duckett,Drew Duckett,Emma Spence,Emma Spence,Sean Hoban,Sean Hoban",Forests,2021
10.3390/f10070587,,,"Complete Chloroplast Genome Sequence and Phylogenetic Analysis of Quercus bawanglingensis Huang, Li et Xing, a Vulnerable Oak Tree in China","Quercus bawanglingensis Huang, Li et Xing, an endemic evergreen oak of the genus Quercus (Fagaceae) in China, is currently listed in the Red List of Chinese Plants as a vulnerable (VU) plant. No chloroplast (cp) genome information is currently available for Q. bawanglingensis, which would be essential for the establishment of guidelines for its conservation and breeding. In the present study, the cp genome of Q. bawanglingensis was sequenced and assembled into double-stranded circular DNA with a length of 161,394 bp. Two inverted repeats (IRs) with a total of 51,730 bp were identified, and the rest of the sequence was separated into two single-copy regions, namely, a large single-copy (LSC) region (90,628 bp) and a small single-copy (SSC) region (19,036 bp). The genome of Q. bawanglingensis contains 134 genes (86 protein-coding genes, 40 tRNAs and eight rRNAs). More forward (29) than inverted long repeats (21) are distributed in the cp genome. A simple sequence repeat (SSR) analysis showed that the genome contains 82 SSR loci, involving 84.15% A/T mononucleotides. Sequence comparisons among the nine complete cp genomes, including the genomes of Q. bawanglingensis, Q. tarokoensis Hayata (NC036370), Q. aliena var. acutiserrata Maxim. ex Wenz. (KU240009), Q. baronii Skan (KT963087), Q. aquifolioides Rehd. et Wils. (KX911971), Q. variabilis Bl. (KU240009), Fagus engleriana Seem. (KX852398), Lithocarpus balansae (Drake) A. Camus (KP299291) and Castanea mollissima Bl. (HQ336406), demonstrated that the diversity of SC regions was higher than that of IR regions, which might facilitate identification of the relationships within this extremely complex family. A phylogenetic analysis showed that Fagus engleriana and Trigonobalanus doichangensis form the basis of the produced evolutionary tree. Q. bawanglingensis and Q. tarokoensis, which belong to the group Ilex, share the closest relationship. The analysis of the cp genome of Q. bawanglingensis provides crucial genetic information for further studies of this vulnerable species and the taxonomy, phylogenetics and evolution of Quercus.","Xue Li,Xue Liu,Ermei Chang,Ermei Chang,Jianfeng Liu,Jianfeng Liu,Jianfeng Liu,Jianfeng Liu,Jianfeng Liu,Yue-Ning Huang,Yue-Ning Huang,Wang Ya,Ya Wang,Ning Yao,Ning Yao,Zeping Jiang,Zeping Jiang",Forests,2019
10.3389/fpls.2017.00229,,,"Introgression Threatens the Genetic Diversity of Quercus austrocochinchinensis (Fagaceae), an Endangered Oak: A Case Inferred by Molecular Markers.","Natural introgression can cause negative effects where rare species experience genetic assimilation and invade by their abundant congeners. Quercus austrocochinchinensis and Q. kerrii (subgenus Cyclobalanopsis) are a pair of closely related species in the Indo-China area. Morphological intermediates of the two species have been reported in this region. In this study, we used AFLP, SSR and two key leaf morphological diagnostic traits to study the two Q. austrocochinchinensis populations, two pure Q. kerrii and two putative hybrid populations in China. Rates of individual admixture were examined using the Bayesian clustering programs STRUCTURE and NewHybrids, with no a priori species assignment. In total, we obtained 151 SSR alleles and 781 polymorphic loci of AFLP markers. Population differentiation inferred by SSR and AFLP was incoherent with recognized species boundaries. Bayesian admixture analyses and principal coordinate analysis identified more hybrids and backcrossed individuals than morphological intermediates in the populations. SSR inferred a wide genetic assimilation in Q. austrocochinchinensis, except for subpopulation D2 in the core area of Xi-Shuang-Ban-Na Nature Reserve (XSBN). However, AFLP recognized more Q. austrocochinchinensis purebreds than SSR. Analysis using NewHybrids on AFLP data indicated that these hybridized individuals were few F2 and predominantly backcrosses with both parental species. All these evidences indicate the formation of a hybrid swarm at XSBN where the two species co-exist. Both AFLP and SSR recognized that the core protected area of XSBN (D2) has a high percentage of Q. austrocochinchinensis purebreds and a unique germplasm. The Hainan population and the other subpopulations of XSBN of the species might have lost their genetic integrity. Our results revealed a clear genetic differentiation in the populations and subpopulations of Q. austrocochinchinensis and ongoing introgression between Q. austrocochinchinensis and Q. kerrii at the disturbed contact areas. Combining the results from genetic and morphological analyses, the conservation of subpopulation D2 should be prioritized. Conservation and restoration of the integrity of tropical ravine rainforest is an important long-term goal for the successful conservation of Q. austrocochinchinensis. The fine-scale landscape might play an essential role in shaping the spatial patterns of hybridization. Further studies are needed to evaluate these patterns and dynamics.","Malaviya An,Miao An,Min Deng,Min Deng,Sisi Zheng,Si-Si Zheng,Xiao‐Long Jiang,Xiao-Long Jiang,Gregor Kozlowski,Yi‐Gang Song,Yi-Gang Song,Yi-Gang Song,Yi-Gang Song",Frontiers in Plant Science,2017
10.21829/myb.2020.2611782,,,"Abundancia y diversidad genética de Quercus mulleri, especie microendémica amenazada de Oaxaca","Quercus mulleri  is a microendemic oak from the Sierra Sur of Oaxaca and is considered in IUCN red list of threatened species as “critically endangered”, however, due to lack of current information on the species, the conservation status of its populations is unknown, and therefore it has not been possible to allocate an appropriate risk category to it. This work represents the first report of  Q. mulleri  after more than 60 years of its last taxonomic classification, with the aim to analyze its abundance, distribution and genetic diversity to propose conservation strategies. The species was re-localized, and we found that it is restricted to a small region in Sierra Sur and is fragmented and geographically isolated. Species populations have low individual frequency by size class (6.13 ± 5.6). Allelic diversity values, using five microsatellite regions from the  quru -GA series, were low ( AT =22 y  Ao =4.4), but genetic diversity values were relatively high ( Ho =0.54), suggesting that the population went through a bottleneck. Results indicate that  Q. mulleri  is a vulnerable species, and since in its distribution area there is an ongoing habitat loss plus its population fragmentation, its permanence could be at risk, and for this we recommend including this species in the Norma Oficial Mexicana 059 as “Species at Extinction Risk”.","Aline Pingarroni,Aline Pingarroni,Carolina Molina‐Garay,Carolina Molina-Garay,Carlos Rosas-Osorio,Carlos Rosas-Osorio,Prosenjit Bose,Cecilia Alfonso-Corrado,Cecilia Alfonso-Corrado,Ricardo Clark‐Tapia,Ricardo Clark-Tapia,Alejandro Monsalvo-Reyes,Alejandro Monsalvo-Reyes,Jorge E. Campos,Jorge E. Campos",Madera Y Bosques,2020
10.1534/g3.116.030411,27621377,,First Draft Assembly and Annotation of the Genome of a California Endemic Oak Quercus lobata Née (Fagaceae).,"Oak represents a valuable natural resource across Northern Hemisphere ecosystems, attracting a large research community studying its genetics, ecology, conservation, and management. Here we introduce a draft genome assembly of valley oak (Quercus lobata) using Illumina sequencing of adult leaf tissue of a tree found in an accessible, well-studied, natural southern California population. Our assembly includes a nuclear genome and a complete chloroplast genome, along with annotation of encoded genes. The assembly contains 94,394 scaffolds, totaling 1.17Gb with 18,512 scaffolds of length 2kb or longer, with a total length of 1.15Gb, and a N50 scaffold size of 278,077kb. The k-mer histograms indicate an diploid genome size of ∼720–730 Mb, which is smaller than the total length due to high heterozygosity, estimated at 1.25%. A comparison with a recently published European oak (Q. robur) nuclear sequence indicates 93% similarity. The Q. lobata chloroplast genome has 99% identity with another North American oak, Q. rubra. Preliminary annotation yielded an estimate of 61,773 predicted protein-coding genes, of which 71% had similarity to known protein domains. We searched 956 Benchmarking Universal Single-Copy Orthologs, and found 863 complete orthologs, of which 450 were present in >1 copy. We also examined an earlier version (v0.5) where duplicate haplotypes were removed to discover variants. These additional sources indicate that the predicted gene count in Version 1.0 is overestimated by 37–52%. Nonetheless, this first draft valley oak genome assembly represents a high-quality, well-annotated genome that provides a tool for forest restoration and management practices.","Victoria L. Sork,Victoria L. Sork,Sorel Fitz‐Gibbon,Sorel Fitz-Gibbon,Daniela Puiu,Daniela Puiu,Marc W. Crepeau,Marc W. Crepeau,Paul F. Gugger,Paul F. Gugger,Rachel M. Sherman,Rachel M. Sherman,Kristian Stevens,Kristian A. Stevens,Charles H. Langley,Charles H. Langley,Matteo Pellegrini,Matteo Pellegrini,Steven L. Salzberg,Steven L. Salzberg","G3: Genes, Genomes, Genetics",2016
10.1371/journal.pone.0093975,24705617,,A Framework Phylogeny of the American Oak Clade Based on Sequenced RAD Data,"Previous phylogenetic studies in oaks (Quercus, Fagaceae) have failed to resolve the backbone topology of the genus with strong support. Here, we utilize next-generation sequencing of restriction-site associated DNA (RAD-Seq) to resolve a framework phylogeny of a predominantly American clade of oaks whose crown age is estimated at 23–33 million years old. Using a recently developed analytical pipeline for RAD-Seq phylogenetics, we created a concatenated matrix of 1.40 E06 aligned nucleotides, constituting 27,727 sequence clusters. RAD-Seq data were readily combined across runs, with no difference in phylogenetic placement between technical replicates, which overlapped by only 43–64% in locus coverage. 17% (4,715) of the loci we analyzed could be mapped with high confidence to one or more expressed sequence tags in NCBI Genbank. A concatenated matrix of the loci that BLAST to at least one EST sequence provides approximately half as many variable or parsimony-informative characters as equal-sized datasets from the non-EST loci. The EST-associated matrix is more complete (fewer missing loci) and has slightly lower homoplasy than non-EST subsampled matrices of the same size, but there is no difference in phylogenetic support or relative attribution of base substitutions to internal versus terminal branches of the phylogeny. We introduce a partitioned RAD visualization method (implemented in the R package RADami; http://cran.r-project.org/web/packages/RADami) to investigate the possibility that suboptimal topologies supported by large numbers of loci—due, for example, to reticulate evolution or lineage sorting—are masked by the globally optimal tree. We find no evidence for strongly-supported alternative topologies in our study, suggesting that the phylogeny we recover is a robust estimate of large-scale phylogenetic patterns in the American oak clade. Our study is one of the first to demonstrate the utility of RAD-Seq data for inferring phylogeny in a 23–33 million year-old clade.","Andrew L. Hipp,Andrew L. Hipp,Deren A. R. Eaton,Deren A. R. Eaton,Jeannine Cavender‐Bares,Jeannine Cavender-Bares,Elisabeth Fitzek,Elisabeth Fitzek,Rick Nipper,Rick Nipper,Paul S. Manos,Paul S. Manos",PLOS ONE,2014
10.1186/s12864-017-3765-8,28558688,,High-quality genetic mapping with ddRADseq in the non-model tree Quercus rubra.,"Restriction site associated DNA sequencing (RADseq) has the potential to be a broadly applicable, low-cost approach for high-quality genetic linkage mapping in forest trees lacking a reference genome. The statistical inference of linear order must be as accurate as possible for the correct ordering of sequence scaffolds and contigs to chromosomal locations. Accurate maps also facilitate the discovery of chromosome segments containing allelic variants conferring resistance to the biotic and abiotic stresses that threaten forest trees worldwide. We used ddRADseq for genetic mapping in the tree Quercus rubra, with an approach optimized to produce a high-quality map. Our study design also enabled us to model the results we would have obtained with less depth of coverage. Our sequencing design produced a high sequencing depth in the parents (248×) and a moderate sequencing depth (15×) in the progeny. The digital normalization method of generating a de novo reference and the SAMtools SNP variant caller yielded the most SNP calls (78,725). The major drivers of map inflation were multiple SNPs located within the same sequence (77% of SNPs called). The highest quality map was generated with a low level of missing data (5%) and a genome-wide threshold of 0.025 for deviation from Mendelian expectation. The final map included 849 SNP markers (1.8% of the 78,725 SNPs called). Downsampling the individual FASTQ files to model lower depth of coverage revealed that sequencing the progeny using 96 samples per lane would have yielded too few SNP markers to generate a map, even if we had sequenced the parents at depth 248×. The ddRADseq technology produced enough high-quality SNP markers to make a moderately dense, high-quality map. The success of this project was due to high depth of coverage of the parents, moderate depth of coverage of the progeny, a good framework map, an optimized bioinformatics pipeline, and rigorous premapping filters. The ddRADseq approach is useful for the construction of high-quality genetic maps in organisms lacking a reference genome if the parents and progeny are sequenced at sufficient depth. Technical improvements in reduced representation sequencing (RRS) approaches are needed to reduce the amount of missing data.","Arpita Konar,Arpita Konar,Olivia Choudhury,Olivia Choudhury,Rebecca Bullis,Rebecca Bullis,L. Fiedler,Lauren Fiedler,Jacqueline M. Kruser,Jacqueline M. Kruser,Melissa Stephens,Melissa T. Stephens,Oliver Gailing,Oliver Gailing,Oliver Gailing,Scott E. Schlarbaum,Scott E. Schlarbaum,Mark V. Coggeshall,Mark V. Coggeshall,Margaret Staton,Margaret Staton,John E. Carlson,John E. Carlson,Scott J. Emrich,Scott J. Emrich,Jeanne Romero‐Severson,Jeanne Romero-Severson,Jeanne Romero-Severson,Jeanne Romero-Severson",BMC Genomics,2017
10.1186/s12863-018-0677-9,,,Assessment of shared alleles in drought-associated candidate genes among southern California white oak species ( Quercus sect. Quercus ),"Hybridization and introgression are common phenomena among oak species. These processes can be beneficial by introducing favorable genetic variants across species (adaptive introgression). Given that drought is an important stress, impacting physiological and morphological variation and limiting distributions, our goal was to identify drought-related genes that might exhibit patterns of introgression influenced by natural selection. Using RNAseq, we sequenced whole transcriptomes of 24 individuals from three oaks in southern California: (Quercus engelmannii, Quercus berberidifolia, Quercus cornelius-mulleri) and identified genetic variants to estimate admixture rates of all variants and those in drought genes. We found 398,042 variants across all loci and 4352 variants in 139 drought candidate genes. STRUCTURE analysis of all variants revealed the majority of our samples were assignable to a single species, but with several highly admixed individuals. When using drought-associated variants, the same individuals exhibited less admixture and their allele frequencies were more polarized between Engelmann and scrub oaks than when using the total gene set. These findings are consistent with the hypothesis that selection may act differently on functional genes, such as drought-associated genes, and point to candidate genes that are suggestive of divergent selection among species maintaining adaptive differences. For example, the drought genes that showed the strongest bias against engelmannii-fixed oak variants in scrub oaks were related to sugar transporter, coumarate-coA ligases, glutathione S-conjugation, and stress response. This pilot study illustrates that whole transcriptomes of individuals will provide useful data for identifying functional genes that contribute to adaptive divergence among hybridizing species.","Siğnem Öney-Birol,Signem Oney-Birol,Sorel Fitz‐Gibbon,Sorel Fitz-Gibbon,Jin‐Ming Chen,Jin-Ming Chen,Jin-Ming Chen,Paul F. Gugger,Paul F. Gugger,Victoria L. Sork,Victoria L. Sork",BMC Genetics,2018
10.1186/s12862-019-1523-z,,,Ancient events and climate adaptive capacity shaped distinct chloroplast genetic structure in the oak lineages.,"Understanding the origin of genetic variation is thekey to predict how species will respond to future climate change. The genus Quercus is a species-rich and ecologically diverse woody genus that dominates a wide range of forests and woodland communities of the Northern Hemisphere. Quercus thus offers a unique opportunity to investigate how adaptation to environmental changes has shaped the spatial genetic structure of closely related lineages. Furthermore, Quercus provides a deep insight into how tree species will respond to future climate change. This study investigated whether closely related Quercus lineages have similar spatial genetic structures and moreover, what roles have their geographic distribution, ecological tolerance, and historical environmental changes played in the similar or distinct genetic structures. Despite their close relationships, the three main oak lineages (Quercus sections Cyclobalanopsis, Ilex, and Quercus) have different spatial genetic patterns and occupy different climatic niches. The lowest level and most homogeneous pattern of genetic diversity was found in section Cyclobalanopsis, which is restricted to warm and humid climates. The highest genetic diversity and strongest geographic genetic structure were found in section Ilex, which is due to their long-term isolation and strong local adaptation. The widespread section Quercus is distributed across the most heterogeneous range of environments; however, it exhibited moderate haplotype diversity. This is likely due to regional extinction during Quaternary climatic fluctuation in Europe and North America. Genetic variations of sections Ilex and Quercus were significantly predicted by geographic and climate variations, while those of section Cyclobalanopsis were poorly predictable by geographic or climatic diversity. Apart from the different historical environmental changes experienced by different sections, variation of their ecological or climatic tolerances and physiological traits induced varying responses to similar environment changes, resulting in distinct spatial genetic patterns.","Mengxiao Yan,Mengxiao Yan,Ruibin Liu,Ruibin Liu,Ying Liu,Ying Li,Andrew L. Hipp,Andrew L. Hipp,Min Deng,Min Deng,Yanshi Xiong,Yanshi Xiong",BMC Evolutionary Biology,2019
